lag,threshold,influence,numberOfBumps,numberOfCorrectBumpDetections,numberOfIncorrectBumpDetections,numberOfPotholes,numberOfCorrectPotholeDetections,numberOfIncorrectPotholeDetections,bumpDetectionSuccess,potholeDetectionSuccess,filterThreshold,positiveCoef,negativeCoef
50,8,0.25,21,12,9,8,5,3,57.142857,62.5,0.17,1.9,0.2
50,9,0.25,21,12,9,8,5,3,57.142857,62.5,0.17,1.9,0.2
50,8,0.25,21,12,9,8,5,3,57.142857,62.5,0.18,1.9,0.2
50,9,0.25,21,12,9,8,5,3,57.142857,62.5,0.18,1.9,0.2
50,8,0.25,21,11,10,8,5,3,52.380952,62.5,0.17,1.7,0.2
50,8,0.25,21,11,10,8,5,3,52.380952,62.5,0.18,1.7,0.2
50,8,0.25,21,11,10,8,5,3,52.380952,62.5,0.17,1.8,0.2
50,8,0.25,21,11,10,8,5,3,52.380952,62.5,0.18,1.8,0.2
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.7,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.7,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.7,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.7,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.7,0.1
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.7,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.7,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.7,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.7,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.7,0.1
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.8,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.8,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.8,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.8,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.8,0.1
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.8,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.8,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.8,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.8,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.8,0.1
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.9,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.9,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.9,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.9,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.17,1.9,0.1
50,8,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.9,0.1
50,9,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.9,0.1
50,10,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.9,0.1
50,11,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.9,0.1
50,12,0.25,21,12,9,8,6,2,57.142857,75,0.18,1.9,0.1
