lag,zScoreThreshold,influence,bumpPressCount,correctBumpDetections,incorrectBumpDetections,potholePressCount,correctPotholeDetections,incorrectPotholeDetections,bumpDetectionSuccess,potholeDetectionSuccess,bumpFalsePositives,potholeFalsePositives,activeFilterThreshold,activeFilterPosCoef,activeFilterNegCoef
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 35, 24, 0.070000, 1.700000, 0.900000
50, 5.000000, 0.250000, 21, 15, 6, 8, 3, 5, 71.428571, 37.500000, 42, 31, 0.070000, 1.800000, 0.100000
50, 5.000000, 0.250000, 21, 17, 4, 8, 3, 5, 80.952381, 37.500000, 37, 34, 0.070000, 1.800000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 3, 5, 71.428571, 37.500000, 41, 32, 0.070000, 1.800000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 41, 32, 0.070000, 1.800000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 40, 30, 0.070000, 1.800000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 39, 28, 0.070000, 1.800000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 38, 26, 0.070000, 1.800000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 38, 25, 0.070000, 1.800000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 36, 24, 0.070000, 1.800000, 0.900000
50, 5.000000, 0.250000, 21, 15, 6, 8, 3, 5, 71.428571, 37.500000, 42, 31, 0.070000, 1.900000, 0.100000
50, 5.000000, 0.250000, 21, 17, 4, 8, 3, 5, 80.952381, 37.500000, 37, 34, 0.070000, 1.900000, 0.200000
50, 5.000000, 0.250000, 21, 16, 5, 8, 3, 5, 76.190476, 37.500000, 40, 32, 0.070000, 1.900000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 3, 5, 71.428571, 37.500000, 40, 32, 0.070000, 1.900000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 41, 31, 0.070000, 1.900000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 39, 28, 0.070000, 1.900000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 38, 26, 0.070000, 1.900000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 38, 25, 0.070000, 1.900000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 38, 25, 0.070000, 1.900000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.100000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 33, 33, 0.090000, 1.100000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 35, 29, 0.090000, 1.100000, 0.300000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 26, 0.090000, 1.100000, 0.400000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.100000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 34, 24, 0.090000, 1.100000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.100000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 34, 24, 0.090000, 1.100000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 33, 23, 0.090000, 1.100000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.200000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 32, 0.090000, 1.200000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 31, 0.090000, 1.200000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 35, 27, 0.090000, 1.200000, 0.400000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.200000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 24, 0.090000, 1.200000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.200000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.200000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 34, 24, 0.090000, 1.200000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.300000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 32, 0.090000, 1.300000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 33, 32, 0.090000, 1.300000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 36, 26, 0.090000, 1.300000, 0.400000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.300000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.300000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.300000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.300000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.300000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.400000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 32, 0.090000, 1.400000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 32, 34, 0.090000, 1.400000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 35, 28, 0.090000, 1.400000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 34, 27, 0.090000, 1.400000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.400000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 24, 0.090000, 1.400000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.400000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.400000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 32, 33, 0.090000, 1.500000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.500000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 32, 34, 0.090000, 1.500000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 35, 30, 0.090000, 1.500000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 35, 27, 0.090000, 1.500000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.500000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.500000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.500000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.500000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 34, 0.090000, 1.600000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.600000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 32, 34, 0.090000, 1.600000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 31, 0.090000, 1.600000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 36, 26, 0.090000, 1.600000, 0.500000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.600000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.600000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 24, 0.090000, 1.600000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 1, 7, 80.952381, 12.500000, 33, 25, 0.090000, 1.600000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 34, 0.090000, 1.700000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.700000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 33, 33, 0.090000, 1.700000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 33, 32, 0.090000, 1.700000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 36, 26, 0.090000, 1.700000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 34, 27, 0.090000, 1.700000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.700000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.700000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 24, 0.090000, 1.700000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 32, 33, 0.090000, 1.800000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.800000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 32, 0.090000, 1.800000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 32, 34, 0.090000, 1.800000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 35, 29, 0.090000, 1.800000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 35, 27, 0.090000, 1.800000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.800000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.800000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 24, 0.090000, 1.800000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 32, 33, 0.090000, 1.900000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 33, 32, 0.090000, 1.900000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 34, 32, 0.090000, 1.900000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 32, 34, 0.090000, 1.900000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 35, 30, 0.090000, 1.900000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 36, 26, 0.090000, 1.900000, 0.600000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 34, 26, 0.090000, 1.900000, 0.700000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 26, 0.090000, 1.900000, 0.800000
50, 5.000000, 0.250000, 21, 17, 4, 8, 2, 6, 80.952381, 25.000000, 33, 25, 0.090000, 1.900000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.100000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.100000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.100000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.100000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.100000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 32, 24, 0.110000, 1.100000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.100000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.100000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 33, 23, 0.110000, 1.100000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.200000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 31, 26, 0.110000, 1.200000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.200000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.200000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.200000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.200000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 32, 24, 0.110000, 1.200000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.200000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.200000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.300000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 31, 26, 0.110000, 1.300000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.300000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.300000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.300000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.300000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 25, 0.110000, 1.300000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.300000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.300000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.400000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 31, 26, 0.110000, 1.400000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.400000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.400000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.400000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.400000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.400000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 32, 24, 0.110000, 1.400000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.400000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.500000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 25, 0.110000, 1.500000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.500000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.500000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.500000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.500000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.500000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 25, 0.110000, 1.500000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 33, 23, 0.110000, 1.500000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 27, 0.110000, 1.600000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 25, 0.110000, 1.600000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.600000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.600000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.600000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.600000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.600000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.600000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 32, 24, 0.110000, 1.600000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 27, 0.110000, 1.700000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 25, 0.110000, 1.700000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.700000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.700000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.700000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.700000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.700000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.700000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.700000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.800000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.800000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 31, 26, 0.110000, 1.800000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.800000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.800000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.800000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.800000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.800000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.800000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.900000, 0.100000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 26, 0.110000, 1.900000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 31, 26, 0.110000, 1.900000, 0.300000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.900000, 0.400000
50, 5.000000, 0.250000, 21, 15, 6, 8, 2, 6, 71.428571, 25.000000, 30, 27, 0.110000, 1.900000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 31, 24, 0.110000, 1.900000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.900000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 29, 26, 0.110000, 1.900000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 2, 6, 76.190476, 25.000000, 30, 25, 0.110000, 1.900000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 30, 24, 0.130000, 1.100000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.100000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.100000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.100000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.100000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.100000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.100000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.100000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.100000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 30, 24, 0.130000, 1.200000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.200000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.200000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.200000, 0.400000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.200000, 0.500000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.200000, 0.600000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.200000, 0.700000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.200000, 0.800000
50, 5.000000, 0.250000, 21, 16, 5, 8, 0, 8, 76.190476, 0.000000, 32, 22, 0.130000, 1.200000, 0.900000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 30, 24, 0.130000, 1.300000, 0.100000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.300000, 0.200000
50, 5.000000, 0.250000, 21, 15, 6, 8, 1, 7, 71.428571, 12.500000, 30, 25, 0.130000, 1.300000, 0.300000
50, 5.000000, 0.250000, 21, 16, 5, 8, 1, 7, 76.190476, 12.500000, 31, 22, 0.130000, 1.300000, 0.400000
