lag,zScoreThreshold,influence,bumpPressCount,correctBumpDetections,incorrectBumpDetections,potholePressCount,correctPotholeDetections,incorrectPotholeDetections,bumpDetectionSuccess,potholeDetectionSuccess,bumpFalsePositives,potholeFalsePositives,activeFilterThresholdBump,activeFilterPosCoefBump,activeFilterNegCoefBump,activeFilterThresholdPothole,activeFilterPosCoefPothole,activeFilterNegCoefPothole
30, 8.000000, 0.250000, 21, 14, 7, 8, 6, 2, 66.666667, 75.000000, 1, 14, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
35, 8.000000, 0.250000, 21, 14, 7, 8, 6, 2, 66.666667, 75.000000, 1, 8, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
40, 8.000000, 0.250000, 21, 14, 7, 8, 6, 2, 66.666667, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
45, 8.000000, 0.250000, 21, 15, 6, 8, 6, 2, 71.428571, 75.000000, 1, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
50, 8.000000, 0.250000, 21, 15, 6, 8, 6, 2, 71.428571, 75.000000, 3, 8, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
55, 8.000000, 0.250000, 21, 18, 3, 8, 6, 2, 85.714286, 75.000000, 2, 12, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
60, 8.000000, 0.250000, 21, 17, 4, 8, 6, 2, 80.952381, 75.000000, 2, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
65, 8.000000, 0.250000, 21, 17, 4, 8, 6, 2, 80.952381, 75.000000, 3, 7, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
70, 8.000000, 0.250000, 21, 16, 5, 8, 6, 2, 76.190476, 75.000000, 2, 11, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
5, 9.000000, 0.250000, 21, 5, 16, 8, 3, 5, 23.809524, 37.500000, 65, 88, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
10, 9.000000, 0.250000, 21, 5, 16, 8, 6, 2, 23.809524, 75.000000, 1, 17, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
15, 9.000000, 0.250000, 21, 3, 18, 8, 6, 2, 14.285714, 75.000000, 0, 17, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
20, 9.000000, 0.250000, 21, 7, 14, 8, 6, 2, 33.333333, 75.000000, 0, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
25, 9.000000, 0.250000, 21, 9, 12, 8, 6, 2, 42.857143, 75.000000, 0, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
30, 9.000000, 0.250000, 21, 9, 12, 8, 6, 2, 42.857143, 75.000000, 1, 14, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
35, 9.000000, 0.250000, 21, 9, 12, 8, 6, 2, 42.857143, 75.000000, 1, 10, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
40, 9.000000, 0.250000, 21, 10, 11, 8, 6, 2, 47.619048, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
45, 9.000000, 0.250000, 21, 10, 11, 8, 6, 2, 47.619048, 75.000000, 1, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
50, 9.000000, 0.250000, 21, 12, 9, 8, 6, 2, 57.142857, 75.000000, 1, 8, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
55, 9.000000, 0.250000, 21, 13, 8, 8, 6, 2, 61.904762, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
60, 9.000000, 0.250000, 21, 14, 7, 8, 6, 2, 66.666667, 75.000000, 1, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
65, 9.000000, 0.250000, 21, 15, 6, 8, 6, 2, 71.428571, 75.000000, 2, 7, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
70, 9.000000, 0.250000, 21, 15, 6, 8, 6, 2, 71.428571, 75.000000, 2, 12, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
5, 10.000000, 0.250000, 21, 4, 17, 8, 4, 4, 19.047619, 50.000000, 53, 76, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
10, 10.000000, 0.250000, 21, 4, 17, 8, 6, 2, 19.047619, 75.000000, 0, 17, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
15, 10.000000, 0.250000, 21, 3, 18, 8, 6, 2, 14.285714, 75.000000, 0, 16, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
20, 10.000000, 0.250000, 21, 3, 18, 8, 6, 2, 14.285714, 75.000000, 0, 14, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
25, 10.000000, 0.250000, 21, 6, 15, 8, 6, 2, 28.571429, 75.000000, 0, 14, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
30, 10.000000, 0.250000, 21, 8, 13, 8, 6, 2, 38.095238, 75.000000, 0, 14, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
35, 10.000000, 0.250000, 21, 8, 13, 8, 6, 2, 38.095238, 75.000000, 0, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
40, 10.000000, 0.250000, 21, 8, 13, 8, 6, 2, 38.095238, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
45, 10.000000, 0.250000, 21, 8, 13, 8, 6, 2, 38.095238, 75.000000, 1, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
50, 10.000000, 0.250000, 21, 9, 12, 8, 6, 2, 42.857143, 75.000000, 1, 9, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
55, 10.000000, 0.250000, 21, 9, 12, 8, 6, 2, 42.857143, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
60, 10.000000, 0.250000, 21, 10, 11, 8, 6, 2, 47.619048, 75.000000, 1, 15, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
65, 10.000000, 0.250000, 21, 11, 10, 8, 6, 2, 52.380952, 75.000000, 1, 8, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
70, 10.000000, 0.250000, 21, 12, 9, 8, 6, 2, 57.142857, 75.000000, 1, 13, 0.190000, 1.700000, 0.700000, 0.180000, 1.900000, 0.100000
